created_on,content
2022-02-07T23:09:52.900Z,welcome to america home the degenerate globalist scum who pride themselves on brainwashing and manipulating other people children in the hopes of eventually creating a mindless ghetto of exquisite slave perfection
2021-05-06T11:43:30.426Z,niggas really let idubbz say nigger faggot and ain t even care
2021-01-07T22:53:03.550Z,rare photo of the gunmen before fleeing the scene also adios nigger ahaha
2020-11-05T16:58:12.763Z,in the long run we are all dead good one john maynard you childless faggot fraud i hope you are being raped by flaming demons in the abyss
2021-11-02T23:25:04.989Z,i think he one of those people who believe that history is wrong and that the holocaust did not happen
2022-04-12T05:07:55.503Z,had they been dune coons jewess kohn would have called them peaceful protesters who were responding to discrimination and a racist society followed by jewscolding on how the natives need to adapt to immigrant demands whites advocating for white interests scares the shit of them
2022-02-10T22:54:08.944Z,watching crazy rich asians instead of raw mwah
2020-09-20T16:51:20.716Z,did not you have to leave for work hours ago you shit tier kike lol tell your hooknosed bosses to send someone better before your shift ends
2021-05-06T04:29:56.913Z,the thing you are forgetting is that alt right men prefer marraige alt right men would prefer it to be easier for immigrants to gain citizenship than for them to just stay here illegally
2022-03-01T14:56:35.729Z,lmao he wasted k on travel for a cheap political stunt but funny you all bitch about a to protect urself from the military govt and police you all fradidently say you love hypocrites
2021-04-30T16:20:23.227Z,he is talking about illegal immigrants who come from bangladesh after because of the prosecution of hindu and christian and he is not talking about bangladeshi muslim because muslim do not prosecuted in bangladesh
2021-03-24T07:10:28.900Z,get the fuck out of my country spic
2021-01-13T21:12:15.455Z,congratulations londonistan in short years you managed to get back the caliphate the evil celts stole good job queen of farts and parliament will you be killing the evil whites yourselves or will you have a superior shitskin do it
2022-04-17T17:22:18.103Z,if that happens you can not blame the white man for that the judge is a black woman but can not wait to see
2020-06-30T20:50:56.892Z,poor brendon he needs to put their asses in jail that straight up harassment
2021-09-24T11:33:40.700Z,recordbreakerr recordbreakerrrrrrrrrrrrrr5 hours ago this was a racist killing against a defenseless white woman the shooter was a somalian muzzie mandingo rapefugee who only got hired because of the affirmative action
2020-12-24T22:14:03.482Z,i drove all white model home yesterday kids are thrilled us too
2020-06-08T01:09:39.132Z,why am wasting my time with you if you are too retarded to understand what controlled opposition is you probably think the holocaust was real do not you white genocide is orchestrated by the kikes the shitskins are just the tool they are using to do the job
2021-06-03T22:32:43.810Z,these crazy grandiose women are obviously very fucking uneducated and obviously don t know the difference between a poison and a medicine
2021-03-27T03:01:05.526Z,use violence against swedish women as the backdrop highlight islamic violence from those invaders double whammy no
2022-02-08T16:59:52.798Z,alot of you hoes is tasha
2022-02-22T12:46:35.779Z,nope no evidence whatsoever it retarded horseshit
2021-12-29T13:59:42.107Z,post shootings liberals ban guns post terror attacks let let in more muslim refugees
2020-06-09T20:45:14.372Z,postmodernism live and let live concept of truth argues that even two opposite and wholly contradictory claims can both be true this is as stupid as saying that black and white are the same color
2021-08-05T22:25:17.529Z,definition from fr muslim this from persian mosolmn or moslemn pl of moslem and this of the ar cls muslim adj who professes islamism religion of muhammad you t c adj
2020-12-01T01:15:19.182Z,i am interested in establishing an all white nation no jews no blacks no wetbacks no asians
2021-01-13T18:33:18.823Z,the difference between an immigrant and a refugee is timing important to judge what is best for your circumstances
2021-09-19T09:57:34.858Z,this single shit is ghetto as fuck
2020-07-28T16:52:58.615Z,that he more concerned with managing appearance than any actual substance all picaninny and no spaff very trumpesque
2022-01-14T02:10:48.509Z,you all blame everybody and they momma except the nigga that cheated on you
2020-12-13T09:07:57.710Z,found a dairy today from when i was like and id written a story in it the story was ben met candy she was one good looking girl and i think that maybe when i started being a secret unknowing faggot
2022-04-22T11:44:41.357Z,white car black tint think he was tryna hide her told her she should duck faster lauriana
2020-11-13T19:36:41.296Z,trump faces what fathers fear his daughter marrying a nigger but this isworse the cunt married a sandnigger jew
2022-01-12T02:37:39.947Z,lol niggers mess with operating systems dwg this ain t nothing
2020-05-23T11:47:00.248Z,we do not want legal immigrants unless they are white europeans
2022-04-12T04:51:35.302Z,btw nice job threatening violence against an elected official you mongoloid
2021-05-31T00:17:29.658Z,in celebration of holocaust day i want to send a message to all people that jews are overrepresented in positions of power and actively conspire about ending the white race
2021-02-17T22:33:47.298Z,no thx great one notice the language bully beating rather than a nigger attacks a white in the ongoing anti white war
2021-05-28T13:58:56.576Z,just saw an obese negress wearing a shirt emblazoned with black is beautiful it is not imagine the reaction if i wore an it okay to be white shirt in public
2020-06-14T09:54:15.829Z,i remember something to that effect got to dig deeper for the pedo thing i may well have him mixed up with another yid with that name they are all demonic shapeshifters after all
2021-07-21T11:35:18.017Z,everyone hate your knees
2021-08-06T09:23:14.117Z,blacks and even muzzies can join but keep their shit at home soon as they pray in the street got to be liquidated we got better tech now can build massive biodigesters
2020-10-05T22:23:28.255Z,allah loves rape theft tossing from buildings stoning dismemberment and building a mosque on top of the site of where someone else structure once stood he does not like swaddled dykes very much he can barely stand females
2021-03-22T06:49:57.068Z,stop calling them illegal immigrants you bunch of fucking politically correct pussies these people are vile parasitic scum very likely all linked to the mexican cartel they are all drug mules and gangbangers every single last one of them even the children they should all be exterminated immediately
2022-02-02T15:43:26.564Z,lee hsien loong chinamen criminals harry potter regular talker kanina sure or not kanina ranger are all involved in arranging pseudo terrorists this region to start racial violence in singapore tamil gangster tamil ravi shankar and chinaman uncle too
